      timestamp  track  channel  event  note  profile_power  sustain
1902     187032      1        0      1    73            140        0
1904     187278      1        0      0    73              0        0
1914     187851      1        0      1    73            140        0
1917     188341      1        0      0    73              0        0
1918     188396      1        0      1    73            140        0
1922     188641      1        0      0    73              0        0
1955     190578      1        0      1    73            140        0
1956     190701      1        0      0    73              0        0
1971     191396      1        0      1    73            140        0
1972     191641      1        0      0    73              0        0
1982     192214      1        0      1    73            140        0
1985     192705      1        0      0    73              0        0
1987     192760      1        0      1    73            146        0
1991     193005      1        0      0    73              0        0
2006     194123      1        0      1    73            140        0
2010     194246      1        0      0    73              0        0
2086     199305      1        0      1    73            140        0
2088     199428      1        0      0    73              0        0
2102     200123      1        0      1    73            140        0
2104     200369      1        0      0    73              0        0
2114     200941      1        0      1    73            140        0
2117     201432      1        0      0    73              0        0
2120     201487      1        0      1    73            135        0
2123     201732      1        0      0    73              0        0
2148     203669      1        0      1    73            140        0
2150     203791      1        0      0    73              0        0
2164     204487      1        0      1    73            140        0
2166     204732      1        0      0    73              0        0
2176     205305      1        0      1    73            140        0
2179     205796      1        0      0    73              0        0
2180     205851      1        0      1    73            135        0
2184     206096      1        0      0    73              0        0
2210     208032      1        0      1    73            140        0
2212     208155      1        0      0    73              0        0
2226     208851      1        0      1    73            140        0
2228     209096      1        0      0    73              0        0
2238     209669      1        0      1    73            140        0
2241     210160      1        0      0    73              0        0
2242     210214      1        0      1    73            135        0
2248     210460      1        0      0    73              0        0
2272     212721      1        0      1    73            140        0
2274     212865      1        0      0    73              0        0
2288     213722      1        0      1    73            140        0
2290     214029      1        0      0    73              0        0
2300     214745      1        0      1    73            140        0
2306     215767      1        0      0    73              0        0
2308     215768      1        0      1    73            134        0
2312     216561      1        0      0    73              0        0
2319     217532      1        0      1    73            138        0
2320     217929      1        0      0    73              0        0
4          1850      1        0      1    75            137        0
6          2411      1        0      0    75              0        0
7          2412      1        0      1    75            137        0
9          2447      1        0      0    75              0        0
49         6567      1        0      1    75            135        1
50         6857      1        0      0    75              0        1
52         7172      1        0      1    75            135        1
57         7239      1        0      0    75              0        1
69         8030      1        0      1    75            135        1
74         8548      1        0      0    75              0        1
107       11194      1        0      1    75            137        0
108       11464      1        0      0    75              0        0
110       11756      1        0      1    75            137        0
112       11791      1        0      0    75              0        0
151       15775      1        0      1    75            137        0
152       16045      1        0      0    75              0        0
155       16338      1        0      1    75            137        0
160       16403      1        0      0    75              0        0
174       17194      1        0      1    75            137        0
177       17736      1        0      0    75              0        0
220       22190      1        0      1    75            137        0
222       22733      1        0      0    75              0        0
243       25047      1        0      1    75            137        0
244       25546      1        0      0    75              0        0
245       25547      1        0      1    75            146        0
246       25561      1        0      0    75              0        0
261       26723      1        0      1    75            137        0
265       27241      1        0      0    75              0        0
281       28632      1        0      1    75            137        0
282       28877      1        0      0    75              0        0
290       29995      1        0      1    75            137        0
292       30241      1        0      0    75              0        0
304       31086      1        0      1    75            137        0
306       31523      1        0      0    75              0        0
327       33813      1        0      1    75            137        0
333       34631      1        0      0    75              0        0
334       34632      1        0      1    75            137        0
338       34633      1        0      0    75              0        0
359       37632      1        0      1    75            137        0
362       38123      1        0      0    75              0        0
367       38873      1        0      1    75            137        0
370       38934      1        0      0    75              0        0
394       42813      1        0      1    75            140        0
395       43059      1        0      0    75              0        0
399       43325      1        0      1    75            137        0
401       43357      1        0      0    75              0        0
440       47476      1        0      1    75            137        0
441       47766      1        0      0    75              0        0
443       48081      1        0      1    75            137        0
448       48149      1        0      0    75              0        0
461       48940      1        0      1    75            137        0
466       49458      1        0      0    75              0        0
497       52103      1        0      1    75            137        0
498       52373      1        0      0    75              0        0
500       52666      1        0      1    75            137        0
502       52701      1        0      0    75              0        0
541       56685      1        0      1    75            137        0
542       56955      1        0      0    75              0        0
545       57247      1        0      1    75            137        0
550       57312      1        0      0    75              0        0
562       58103      1        0      1    75            137        0
568       58646      1        0      0    75              0        0
609       63100      1        0      1    75            137        0
611       63643      1        0      0    75              0        0
633       65957      1        0      1    75            137        0
634       66456      1        0      0    75              0        0
635       66457      1        0      1    75            146        0
636       66471      1        0      0    75              0        0
651       67632      1        0      1    75            137        0
654       68150      1        0      0    75              0        0
671       69541      1        0      1    75            137        0
672       69787      1        0      0    75              0        0
679       70905      1        0      1    75            137        0
683       71150      1        0      0    75              0        0
691       71996      1        0      1    75            137        0
695       72432      1        0      0    75              0        0
717       74723      1        0      1    75            137        0
723       75540      1        0      0    75              0        0
726       75541      1        0      1    75            137        0
728       75542      1        0      0    75              0        0
749       78541      1        0      1    75            137        0
752       79032      1        0      0    75              0        0
758       79782      1        0      1    75            137        0
761       79844      1        0      0    75              0        0
1025     101587      1        0      1    75            141        0
1027     101709      1        0      0    75              0        0
1034     101996      1        0      1    75            141        0
1036     102241      1        0      0    75              0        0
1093     105950      1        0      1    75            141        0
1095     106073      1        0      0    75              0        0
1102     106359      1        0      1    75            141        0
1105     106605      1        0      0    75              0        0
1161     110314      1        0      1    75            141        0
1163     110437      1        0      0    75              0        0
1170     110723      1        0      1    75            141        0
1172     110969      1        0      0    75              0        0
1229     114678      1        0      1    75            139        0
1231     114800      1        0      0    75              0        0
1239     115087      1        0      1    75            139        0
1241     115332      1        0      0    75              0        0
1291     120814      1        0      1    75            136        0
1292     121059      1        0      0    75              0        0
1295     121325      1        0      1    75            137        0
1297     121357      1        0      0    75              0        0
1336     125477      1        0      1    75            137        0
1337     125767      1        0      0    75              0        0
1339     126082      1        0      1    75            137        0
1344     126149      1        0      0    75              0        0
1357     126940      1        0      1    75            137        0
1362     127458      1        0      0    75              0        0
1393     130104      1        0      1    75            137        0
1394     130374      1        0      0    75              0        0
1396     130666      1        0      1    75            137        0
1398     130701      1        0      0    75              0        0
1437     134685      1        0      1    75            137        0
1438     134955      1        0      0    75              0        0
1441     135248      1        0      1    75            137        0
1446     135313      1        0      0    75              0        0
1458     136104      1        0      1    75            137        0
1464     136646      1        0      0    75              0        0
1505     141100      1        0      1    75            137        0
1507     141643      1        0      0    75              0        0
1529     143957      1        0      1    75            137        0
1530     144456      1        0      0    75              0        0
1531     144457      1        0      1    75            146        0
1532     144471      1        0      0    75              0        0
1547     145633      1        0      1    75            137        0
1550     146151      1        0      0    75              0        0
1567     147542      1        0      1    75            137        0
1568     147787      1        0      0    75              0        0
1575     148905      1        0      1    75            137        0
1579     149151      1        0      0    75              0        0
1587     149996      1        0      1    75            137        0
1591     150433      1        0      0    75              0        0
1613     152723      1        0      1    75            137        0
1619     153541      1        0      0    75              0        0
1623     153542      1        0      1    75            137        0
1624     153543      1        0      0    75              0        0
1642     156542      1        0      1    75            138        0
1643     157796      1        0      0    75              0        0
1669     160987      1        0      1    75            140        0
1670     161467      1        0      0    75              0        0
1693     163851      1        0      1    75            140        0
1696     164341      1        0      0    75              0        0
1822     181578      1        0      1    75            137        0
1823     181823      1        0      0    75              0        0
1825     182089      1        0      1    75            138        0
1830     182151      1        0      0    75              0        0
1889     186351      1        0      1    75            140        0
1891     186473      1        0      0    75              0        0
1898     186760      1        0      1    75            140        0
1900     187005      1        0      0    75              0        0
1957     190714      1        0      1    75            140        0
1959     190837      1        0      0    75              0        0
1966     191123      1        0      1    75            140        0
1969     191369      1        0      0    75              0        0
2011     194260      1        0      1    75            140        0
2013     194382      1        0      0    75              0        0
2089     199441      1        0      1    75            140        0
2091     199564      1        0      0    75              0        0
2098     199851      1        0      1    75            140        0
2100     200096      1        0      0    75              0        0
2151     203805      1        0      1    75            140        0
2153     203928      1        0      0    75              0        0
2160     204214      1        0      1    75            140        0
2162     204460      1        0      0    75              0        0
2213     208169      1        0      1    75            140        0
2215     208291      1        0      0    75              0        0
2222     208578      1        0      1    75            140        0
2224     208823      1        0      0    75              0        0
2275     212880      1        0      1    75            140        0
2277     213024      1        0      0    75              0        0
2284     213381      1        0      1    75            140        0
2286     213688      1        0      0    75              0        0
11         2450      1        0      1    77            140        0
16         2993      1        0      0    77              0        0
56         7212      1        0      1    77            139        1
61         7703      1        0      0    77              0        1
76         8576      1        0      1    77            139        1
80         8821      1        0      0    77              0        1
114       11794      1        0      1    77            140        0
121       12337      1        0      0    77              0        0
157       16375      1        0      1    77            140        0
164       16867      1        0      0    77              0        0
179       17766      1        0      1    77            140        0
183       18036      1        0      0    77              0        0
211       21333      1        0      1    77            140        0
216       21847      1        0      0    77              0        0
248       25619      1        0      1    77            140        0
253       26150      1        0      0    77              0        0
279       28359      1        0      1    77            140        0
280       28604      1        0      0    77              0        0
404       43359      1        0      1    77            140        0
409       43902      1        0      0    77              0        0
446       48121      1        0      1    77            140        0
451       48612      1        0      0    77              0        0
468       49485      1        0      1    77            140        0
470       49730      1        0      0    77              0        0
505       52703      1        0      1    77            140        0
511       53246      1        0      0    77              0        0
549       57285      1        0      1    77            140        0
553       57776      1        0      0    77              0        0
570       58676      1        0      1    77            140        0
572       58946      1        0      0    77              0        0
601       62242      1        0      1    77            140        0
605       62757      1        0      0    77              0        0
639       66528      1        0      1    77            140        0
642       67059      1        0      0    77              0        0
668       69269      1        0      1    77            140        0
670       69514      1        0      0    77              0        0
1030     101723      1        0      1    77            144        0
1031     101969      1        0      0    77              0        0
1097     106087      1        0      1    77            144        0
1101     106332      1        0      0    77              0        0
1164     110450      1        0      1    77            144        0
1168     110696      1        0      0    77              0        0
1234     114814      1        0      1    77            142        0
1235     115059      1        0      0    77              0        0
1299     121359      1        0      1    77            140        0
1305     121903      1        0      0    77              0        0
1341     126122      1        0      1    77            140        0
1347     126613      1        0      0    77              0        0
1364     127486      1        0      1    77            140        0
1366     127731      1        0      0    77              0        0
1401     130704      1        0      1    77            140        0
1407     131247      1        0      0    77              0        0
1444     135285      1        0      1    77            140        0
1449     135776      1        0      0    77              0        0
1466     136676      1        0      1    77            140        0
1468     136946      1        0      0    77              0        0
1498     140243      1        0      1    77            140        0
1501     140757      1        0      0    77              0        0
1535     144529      1        0      1    77            140        0
1538     145060      1        0      0    77              0        0
1564     147269      1        0      1    77            140        0
1566     147514      1        0      0    77              0        0
1672     162487      1        0      1    77            143        0
1679     162978      1        0      0    77              0        0
1687     163305      1        0      1    77            143        0
1689     163823      1        0      0    77              0        0
1828     182123      1        0      1    77            141        0
1833     182614      1        0      0    77              0        0
1893     186487      1        0      1    77            143        0
1896     186732      1        0      0    77              0        0
1960     190851      1        0      1    77            143        0
1964     191096      1        0      0    77              0        0
2094     199578      1        0      1    77            143        0
2096     199823      1        0      0    77              0        0
2154     203941      1        0      1    77            143        0
2157     204187      1        0      0    77              0        0
2216     208305      1        0      1    77            143        0
2219     208551      1        0      0    77              0        0
2278     213040      1        0      1    77            143        0
2281     213347      1        0      0    77              0        0
273       27813      1        0      1    78            134        0
277       28332      1        0      0    78              0        0
296       30268      1        0      1    78            134        0
302       31086      1        0      0    78              0        0
363       38177      1        0      1    78            134        0
372       38995      1        0      0    78              0        0
663       68723      1        0      1    78            134        0
666       69241      1        0      0    78              0        0
684       71178      1        0      1    78            134        0
693       71996      1        0      0    78              0        0
753       79087      1        0      1    78            134        0
764       79905      1        0      0    78              0        0
1559     146723      1        0      1    78            134        0
1562     147242      1        0      0    78              0        0
1580     149178      1        0      1    78            134        0
1589     149996      1        0      0    78              0        0
1682     163032      1        0      1    78            137        0
1685     163278      1        0      0    78              0        0
18         2995      1        0      1    80            144        0
21         3240      1        0      0    80              0        1
65         7757      1        0      1    80            143        1
66         8003      1        0      0    80              0        1
83         8848      1        0      1    80            143        1
84         9052      1        0      0    80              0        1
85         9053      1        0      1    80            152        1
86         9094      1        0      0    80              0        1
96         9694      1        0      1    80            143        1
100       10234      1        0      0    80              0        0
123       12339      1        0      1    80            144        0
125       12585      1        0      0    80              0        0
167       16921      1        0      1    80            144        0
171       17167      1        0      0    80              0        0
184       18066      1        0      1    80            144        0
187       18290      1        0      0    80              0        0
188       18291      1        0      1    80            153        0
189       18336      1        0      0    80              0        0
199       19000      1        0      1    80            144        0
200       19266      1        0      0    80              0        0
223       22761      1        0      1    80            144        0
225       23276      1        0      0    80              0        0
227       23297      1        0      1    80            144        0
230       23361      1        0      0    80              0        0
236       23904      1        0      1    80            144        0
240       24419      1        0      0    80              0        0
259       26450      1        0      1    80            144        0
260       26695      1        0      0    80              0        0
271       27541      1        0      1    80            144        0
272       27786      1        0      0    80              0        0
307       31632      1        0      1    80            144        0
309       32123      1        0      0    80              0        0
311       32143      1        0      1    80            144        0
314       32204      1        0      0    80              0        0
321       32723      1        0      1    80            144        0
324       33213      1        0      0    80              0        0
366       38811      1        0      1    80            144        0
368       38873      1        0      0    80              0        0
410       43904      1        0      1    80            144        0
413       44150      1        0      0    80              0        0
454       48667      1        0      1    80            144        0
458       48912      1        0      0    80              0        0
472       49758      1        0      1    80            144        0
475       49961      1        0      0    80              0        0
476       49962      1        0      1    80            153        0
478       50003      1        0      0    80              0        0
486       50603      1        0      1    80            144        0
490       51143      1        0      0    80              0        0
512       53249      1        0      1    80            144        0
514       53494      1        0      0    80              0        0
557       57830      1        0      1    80            144        0
559       58076      1        0      0    80              0        0
576       58976      1        0      1    80            144        0
577       59200      1        0      0    80              0        0
578       59201      1        0      1    80            153        0
580       59246      1        0      0    80              0        0
588       59909      1        0      1    80            144        0
590       60176      1        0      0    80              0        0
614       63671      1        0      1    80            144        0
616       64185      1        0      0    80              0        0
617       64207      1        0      1    80            144        0
620       64271      1        0      0    80              0        0
626       64814      1        0      1    80            144        0
630       65328      1        0      0    80              0        0
648       67359      1        0      1    80            144        0
650       67605      1        0      0    80              0        0
660       68450      1        0      1    80            144        0
662       68696      1        0      0    80              0        0
698       72541      1        0      1    80            144        0
700       73032      1        0      0    80              0        0
701       73053      1        0      1    80            144        0
704       73114      1        0      0    80              0        0
710       73632      1        0      1    80            144        0
714       74123      1        0      0    80              0        0
756       79721      1        0      1    80            144        0
757       79782      1        0      0    80              0        0
844       87814      1        0      1    80            153        0
845       88059      1        0      0    80              0        0
905       92178      1        0      1    80            153        0
907       92423      1        0      0    80              0        0
966       96541      1        0      1    80            153        0
971       96787      1        0      0    80              0        0
1044     102541      1        0      1    80            148        0
1048     103059      1        0      0    80              0        0
1084     105269      1        0      1    80            153        0
1086     105514      1        0      0    80              0        0
1111     106905      1        0      1    80            148        0
1117     107423      1        0      0    80              0        0
1151     109632      1        0      1    80            153        0
1153     109878      1        0      0    80              0        0
1178     111269      1        0      1    80            148        0
1184     111787      1        0      0    80              0        0
1218     113996      1        0      1    80            153        0
1223     114241      1        0      0    80              0        0
1248     115632      1        0      1    80            145        0
1251     116150      1        0      0    80              0        0
1307     121905      1        0      1    80            144        0
1308     122150      1        0      0    80              0        0
1351     126667      1        0      1    80            144        0
1354     126913      1        0      0    80              0        0
1368     127758      1        0      1    80            144        0
1371     127962      1        0      0    80              0        0
1372     127963      1        0      1    80            153        0
1374     128004      1        0      0    80              0        0
1382     128604      1        0      1    80            144        0
1386     129144      1        0      0    80              0        0
1408     131249      1        0      1    80            144        0
1410     131495      1        0      0    80              0        0
1454     135831      1        0      1    80            144        0
1455     136076      1        0      0    80              0        0
1471     136976      1        0      1    80            144        0
1473     137200      1        0      0    80              0        0
1474     137201      1        0      1    80            153        0
1476     137246      1        0      0    80              0        0
1484     137910      1        0      1    80            144        0
1486     138176      1        0      0    80              0        0
1510     141671      1        0      1    80            144        0
1512     142186      1        0      0    80              0        0
1513     142207      1        0      1    80            144        0
1516     142271      1        0      0    80              0        0
1522     142814      1        0      1    80            144        0
1526     143329      1        0      0    80              0        0
1544     145360      1        0      1    80            144        0
1546     145605      1        0      0    80              0        0
1556     146451      1        0      1    80            144        0
1558     146696      1        0      0    80              0        0
1594     150542      1        0      1    80            144        0
1596     151033      1        0      0    80              0        0
1597     151053      1        0      1    80            144        0
1600     151114      1        0      0    80              0        0
1606     151633      1        0      1    80            144        0
1610     152123      1        0      0    80              0        0
1837     182669      1        0      1    80            147        0
1838     182914      1        0      0    80              0        0
1880     185669      1        0      1    80            153        0
1881     185914      1        0      0    80              0        0
1906     187305      1        0      1    80            147        0
1912     187823      1        0      0    80              0        0
1946     190032      1        0      1    80            153        0
1949     190278      1        0      0    80              0        0
1974     191669      1        0      1    80            147        0
1981     192187      1        0      0    80              0        0
2007     194123      1        0      1    80            153        0
2009     194246      1        0      0    80              0        0
2078     198760      1        0      1    80            153        0
2081     199005      1        0      0    80              0        0
2108     200396      1        0      1    80            147        0
2112     200914      1        0      0    80              0        0
2170     204760      1        0      1    80            147        0
2174     205278      1        0      0    80              0        0
2230     209123      1        0      1    80            147        0
2236     209641      1        0      0    80              0        0
2294     214063      1        0      1    80            147        0
2298     214710      1        0      0    80              0        0
2321     217973      1        0      1    80            146        0
2322     218370      1        0      0    80              0        0
88         9121      1        0      1    82            136        1
94         9664      1        0      0    82              0        1
191       18366      1        0      1    82            137        0
195       18966      1        0      0    82              0        0
205       20666      1        0      1    82            137        0
206       20966      1        0      0    82              0        0
228       23333      1        0      1    82            137        0
234       23876      1        0      0    82              0        0
285       29723      1        0      1    82            137        0
287       29968      1        0      0    82              0        0
312       32177      1        0      1    82            137        0
319       32695      1        0      0    82              0        0
480       50030      1        0      1    82            137        0
483       50573      1        0      0    82              0        0
582       59276      1        0      1    82            137        0
587       59876      1        0      0    82              0        0
595       61576      1        0      1    82            137        0
596       61876      1        0      0    82              0        0
619       64243      1        0      1    82            137        0
624       64785      1        0      0    82              0        0
676       70632      1        0      1    82            137        0
678       70878      1        0      0    82              0        0
703       73087      1        0      1    82            137        0
707       73605      1        0      0    82              0        0
838       87541      1        0      1    82            137        0
840       87787      1        0      0    82              0        0
899       91905      1        0      1    82            137        0
902       92150      1        0      0    82              0        0
960       96269      1        0      1    82            137        0
965       96514      1        0      0    82              0        0
1078     104996      1        0      1    82            138        0
1080     105241      1        0      0    82              0        0
1145     109359      1        0      1    82            138        0
1147     109605      1        0      0    82              0        0
1212     113723      1        0      1    82            138        0
1217     113969      1        0      0    82              0        0
1376     128031      1        0      1    82            137        0
1379     128574      1        0      0    82              0        0
1478     137276      1        0      1    82            137        0
1482     137876      1        0      0    82              0        0
1491     139576      1        0      1    82            137        0
1492     139876      1        0      0    82              0        0
1515     142243      1        0      1    82            137        0
1521     142786      1        0      0    82              0        0
1572     148633      1        0      1    82            137        0
1574     148878      1        0      0    82              0        0
1599     151087      1        0      1    82            137        0
1604     151605      1        0      0    82              0        0
1874     185396      1        0      1    82            140        0
1875     185641      1        0      0    82              0        0
1941     189760      1        0      1    82            140        0
1944     190005      1        0      0    82              0        0
2072     198487      1        0      1    82            137        0
2075     198732      1        0      0    82              0        0
71         8030      1        0      1    84            148        1
75         8548      1        0      0    84              0        1
173       17194      1        0      1    84            148        0
178       17736      1        0      0    84              0        0
207       21000      1        0      1    84            148        0
209       21300      1        0      0    84              0        0
219       22190      1        0      1    84            148        0
221       22733      1        0      0    84              0        0
289       29995      1        0      1    84            148        0
293       30241      1        0      0    84              0        0
303       31086      1        0      1    84            148        0
305       31523      1        0      0    84              0        0
460       48940      1        0      1    84            148        0
465       49458      1        0      0    84              0        0
564       58103      1        0      1    84            148        0
567       58646      1        0      0    84              0        0
597       61909      1        0      1    84            148        0
599       62209      1        0      0    84              0        0
610       63100      1        0      1    84            148        0
612       63643      1        0      0    84              0        0
680       70905      1        0      1    84            148        0
682       71150      1        0      0    84              0        0
694       71996      1        0      1    84            148        0
696       72432      1        0      0    84              0        0
1356     126940      1        0      1    84            148        0
1361     127458      1        0      0    84              0        0
1460     136104      1        0      1    84            148        0
1463     136646      1        0      0    84              0        0
1493     139910      1        0      1    84            148        0
1495     140210      1        0      0    84              0        0
1506     141100      1        0      1    84            148        0
1508     141643      1        0      0    84              0        0
1576     148905      1        0      1    84            148        0
1578     149151      1        0      0    84              0        0
1590     149996      1        0      1    84            148        0
1592     150433      1        0      0    84              0        0
77         8576      1        0      1    85            148        1
79         8821      1        0      0    85              0        1
180       17766      1        0      1    85            148        0
182       18036      1        0      0    85              0        0
210       21333      1        0      1    85            148        0
215       21847      1        0      0    85              0        0
295       30268      1        0      1    85            148        0
301       31086      1        0      0    85              0        0
467       49485      1        0      1    85            148        0
471       49730      1        0      0    85              0        0
569       58676      1        0      1    85            148        0
573       58946      1        0      0    85              0        0
600       62242      1        0      1    85            148        0
606       62757      1        0      0    85              0        0
686       71178      1        0      1    85            148        0
692       71996      1        0      0    85              0        0
823       86723      1        0      1    85            148        0
824       86961      1        0      0    85              0        0
825       86962      1        0      1    85            148        0
826       86969      1        0      0    85              0        0
832       87269      1        0      1    85            148        0
834       87514      1        0      0    85              0        0
884       91087      1        0      1    85            148        0
886       91324      1        0      0    85              0        0
887       91325      1        0      1    85            148        0
889       91332      1        0      0    85              0        0
895       91632      1        0      1    85            148        0
897       91878      1        0      0    85              0        0
946       95450      1        0      1    85            148        0
948       95688      1        0      0    85              0        0
949       95689      1        0      1    85            148        0
950       95696      1        0      0    85              0        0
956       95996      1        0      1    85            148        0
958       96241      1        0      0    85              0        0
1062     104178      1        0      1    85            149        0
1064     104415      1        0      0    85              0        0
1065     104416      1        0      1    85            149        0
1067     104423      1        0      0    85              0        0
1073     104723      1        0      1    85            149        0
1075     104969      1        0      0    85              0        0
1131     108541      1        0      1    85            149        0
1132     108779      1        0      0    85              0        0
1133     108780      1        0      1    85            149        0
1134     108787      1        0      0    85              0        0
1140     109087      1        0      1    85            149        0
1142     109332      1        0      0    85              0        0
1198     112905      1        0      1    85            149        0
1200     113143      1        0      0    85              0        0
1201     113144      1        0      1    85            149        0
1202     113150      1        0      0    85              0        0
1208     113450      1        0      1    85            149        0
1211     113696      1        0      0    85              0        0
1363     127486      1        0      1    85            148        0
1367     127731      1        0      0    85              0        0
1465     136676      1        0      1    85            148        0
1469     136946      1        0      0    85              0        0
1497     140243      1        0      1    85            148        0
1502     140757      1        0      0    85              0        0
1582     149178      1        0      1    85            148        0
1588     149996      1        0      0    85              0        0
1859     184578      1        0      1    85            151        0
1860     184815      1        0      0    85              0        0
1861     184816      1        0      1    85            151        0
1862     184823      1        0      0    85              0        0
1868     185123      1        0      1    85            151        0
1870     185369      1        0      0    85              0        0
1926     188941      1        0      1    85            151        0
1928     189179      1        0      0    85              0        0
1929     189180      1        0      1    85            151        0
1931     189187      1        0      0    85              0        0
1937     189487      1        0      1    85            151        0
1938     189732      1        0      0    85              0        0
1997     193578      1        0      1    85            157        0
2000     193701      1        0      0    85              0        0
2059     197669      1        0      1    85            148        0
2060     197906      1        0      0    85              0        0
2061     197907      1        0      1    85            148        0
2062     197914      1        0      0    85              0        0
2068     198214      1        0      1    85            148        0
2070     198460      1        0      0    85              0        0
2126     202032      1        0      1    85            148        0
2129     202278      1        0      0    85              0        0
2134     202578      1        0      1    85            148        0
2137     202823      1        0      0    85              0        0
2188     206396      1        0      1    85            148        0
2190     206641      1        0      0    85              0        0
2196     206941      1        0      1    85            148        0
2198     207187      1        0      0    85              0        0
2250     210806      1        0      1    85            148        0
2252     211093      1        0      0    85              0        0
2258     211444      1        0      1    85            148        0
2260     211732      1        0      0    85              0        0
2323     218414      1        0      1    85            151        0
2324     218811      1        0      0    85              0        0
828       86996      1        0      1    87            148        0
830       87241      1        0      0    87              0        0
890       91359      1        0      1    87            148        0
893       91605      1        0      0    87              0        0
952       95723      1        0      1    87            148        0
954       95969      1        0      0    87              0        0
1068     104450      1        0      1    87            149        0
1071     104696      1        0      0    87              0        0
1136     108814      1        0      1    87            149        0
1138     109059      1        0      0    87              0        0
1205     113178      1        0      1    87            149        0
1207     113423      1        0      0    87              0        0
1864     184851      1        0      1    87            151        0
1866     185096      1        0      0    87              0        0
1932     189214      1        0      1    87            151        0
1935     189460      1        0      0    87              0        0
2001     193714      1        0      1    87            157        0
2003     193837      1        0      0    87              0        0
2064     197941      1        0      1    87            148        0
2066     198187      1        0      0    87              0        0
2130     202305      1        0      1    87            148        0
2133     202551      1        0      0    87              0        0
2192     206669      1        0      1    87            148        0
2194     206914      1        0      0    87              0        0
2254     211125      1        0      1    87            148        0
2256     211412      1        0      0    87              0        0
2325     218855      1        0      1    89            151        0
2327     219529      1        0      0    89              0        0
843       87814      1        0      1    92            148        0
846       88059      1        0      0    92              0        0
904       92178      1        0      1    92            148        0
908       92423      1        0      0    92              0        0
968       96541      1        0      1    92            148        0
969       96787      1        0      0    92              0        0
1083     105269      1        0      1    92            149        0
1087     105514      1        0      0    92              0        0
1150     109632      1        0      1    92            149        0
1154     109878      1        0      0    92              0        0
1220     113996      1        0      1    92            149        0
1221     114241      1        0      0    92              0        0
1879     185669      1        0      1    92            151        0
1882     185914      1        0      0    92              0        0
1947     190032      1        0      1    92            151        0
1950     190278      1        0      0    92              0        0
1996     193578      1        0      1    92            157        0
1999     193701      1        0      0    92              0        0
2080     198760      1        0      1    92            148        0
2082     199005      1        0      0    92              0        0
2142     203123      1        0      1    92            148        0
2144     203369      1        0      0    92              0        0
2204     207487      1        0      1    92            148        0
2206     207732      1        0      0    92              0        0
2266     212083      1        0      1    92            148        0
2268     212370      1        0      0    92              0        0
837       87541      1        0      1    94            148        0
841       87787      1        0      0    94              0        0
898       91905      1        0      1    94            148        0
901       92150      1        0      0    94              0        0
962       96269      1        0      1    94            148        0
963       96514      1        0      0    94              0        0
1077     104996      1        0      1    94            149        0
1081     105241      1        0      0    94              0        0
1144     109359      1        0      1    94            149        0
1148     109605      1        0      0    94              0        0
1214     113723      1        0      1    94            149        0
1215     113969      1        0      0    94              0        0
1873     185396      1        0      1    94            151        0
1876     185641      1        0      0    94              0        0
1940     189760      1        0      1    94            151        0
1943     190005      1        0      0    94              0        0
2074     198487      1        0      1    94            148        0
2076     198732      1        0      0    94              0        0
2138     202851      1        0      1    94            148        0
2140     203096      1        0      0    94              0        0
2200     207214      1        0      1    94            148        0
2202     207460      1        0      0    94              0        0
2262     211763      1        0      1    94            148        0
2264     212051      1        0      0    94              0        0
2328     219604      1        0      1    97            152        0
2330     224404      1        0      0    97              0        0
2329     219606      0       15      7   255            255        0
2331     225601      1       15      7   255            255        0
2332     225603      2       15      7   255            255        0
