      timestamp  track  channel  event  note  profile_power    id  sustain
532       40999      1        0      1    69            126   532        1
536       41473      1        0      0    69              0   536        1
539       41499      1        0      1    69            126   539        1
543       41973      1        0      0    69              0   543        1
690       50499      1        0      1    69            126   690        1
694       50973      1        0      0    69              0   694        1
729       53499      0        0      1    69            135   729        1
733       53736      0        0      0    69              0   733        1
1072      77749      1        0      1    69            126  1072        1
1075      77986      1        0      0    69              0  1075        1
1092      79499      0        0      1    69            135  1092        1
1099      79973      0        0      0    69              0  1099        1
1104      79999      0        0      1    69            135  1104        1
1108      80236      0        0      0    69              0  1108        1
1116      80499      0        0      1    69            135  1116        1
1121      80973      0        0      0    69              0  1121        1
1272      90499      1        0      1    69            126  1272        1
1275      90973      1        0      0    69              0  1275        1
1277      90999      1        0      1    69            126  1277        1
1281      91473      1        0      0    69              0  1281        1
1312      93499      1        0      1    69            126  1312        1
1316      93973      1        0      0    69              0  1316        1
1319      93999      1        0      1    69            126  1319        1
1323      94473      1        0      0    69              0  1323        1
1486     102999      1        0      1    69            126  1486        1
1490     103473      1        0      0    69              0  1490        1
1532     106065      0        0      1    69            135  1532        1
1538     106497      0        0      0    69              0  1538        1
1660     115999      1        0      1    69            126  1660        1
1664     116473      1        0      0    69              0  1664        1
1667     116499      1        0      1    69            126  1667        1
1671     116973      1        0      0    69              0  1671        1
1692     118499      0        0      1    69            135  1692        1
1696     118736      0        0      0    69              0  1696        1
1700     118999      0        0      1    69            135  1700        1
1703     119236      0        0      0    69              0  1703        1
1710     119499      1        0      1    69            126  1710        1
1714     119973      1        0      0    69              0  1714        1
1786     124166      0        0      1    69            135  1786        1
1787     124323      0        0      0    69              0  1787        1
1814     125499      0        0      1    69            135  1814        1
1817     125657      0        0      0    69              0  1817        1
1871     128499      1        0      1    69            126  1871        1
1875     128973      1        0      0    69              0  1875        1
1916     131499      1        0      1    69            126  1916        1
1920     131973      1        0      0    69              0  1920        1
2072     140499      1        0      1    69            126  2072        1
2076     140973      1        0      0    69              0  2076        1
2122     143499      1        0      1    69            126  2122        1
2126     143973      1        0      0    69              0  2126        1
2284     152499      1        0      1    69            126  2284        1
2288     152973      1        0      0    69              0  2288        1
2308     153999      0        0      1    69            135  2308        1
2311     154236      0        0      0    69              0  2311        1
2316     154499      0        0      1    69            135  2316        1
2321     154736      0        0      0    69              0  2321        1
2382     160499      0        0      1    69            129  2382        1
2389     160973      0        0      0    69              0  2389        1
2455     166999      0        0      1    69            135  2455        1
2459     167473      0        0      0    69              0  2459        1
2494     170499      1        0      1    69            126  2494        1
2500     170973      1        0      0    69              0  2500        1
2541     173499      1        0      1    69            126  2541        1
2547     173973      1        0      0    69              0  2547        1
2570     175999      1        0      1    69            126  2570        1
2574     176473      1        0      0    69              0  2574        1
2577     176499      1        0      1    69            126  2577        1
2581     176973      1        0      0    69              0  2581        1
2597     178499      0        0      1    69            135  2597        1
2603     178736      0        0      0    69              0  2603        1
2826     198999      1        0      1    69            126  2826        1
2830     199473      1        0      0    69              0  2830        1
2966     208249      1        0      1    69            126  2966        1
2969     208486      1        0      0    69              0  2969        1
2986     209999      0        0      1    69            135  2986        1
2993     210473      0        0      0    69              0  2993        1
2998     210499      0        0      1    69            135  2998        1
3002     210736      0        0      0    69              0  3002        1
3010     210999      0        0      1    69            135  3010        1
3015     211473      0        0      0    69              0  3015        1
3166     220999      1        0      1    69            126  3166        1
3169     221473      1        0      0    69              0  3169        1
3171     221499      1        0      1    69            126  3171        1
3175     221973      1        0      0    69              0  3175        1
3206     223999      1        0      1    69            126  3206        1
3210     224473      1        0      0    69              0  3210        1
3213     224499      1        0      1    69            126  3213        1
3217     224973      1        0      0    69              0  3217        1
3370     232999      1        0      1    69            126  3370        1
3376     233948      1        0      0    69              0  3376        1
3400     235999      1        0      1    69            126  3400        1
3406     236948      1        0      0    69              0  3406        1
3662     256351      0        0      1    69            135  3662        1
3671     258114      0        0      0    69              0  3671        1
3685     258591      0        0      1    69            135  3685        1
3686     258816      0        0      0    69              0  3686        1
92         8499      1        0      1    71            128    92        1
95         8973      1        0      0    71              0    95        1
130       11499      1        0      1    71            128   130        1
133       11973      1        0      0    71              0   133        1
154       13499      0        0      1    71            138   154        1
158       13973      0        0      0    71              0   158        1
168       14499      1        0      1    71            128   168        1
172       14973      1        0      0    71              0   172        1
208       17499      1        0      1    71            128   208        1
212       17973      1        0      0    71              0   212        1
248       20499      1        0      1    71            128   248        1
251       20973      1        0      0    71              0   251        1
274       22499      0        0      1    71            138   274        1
285       23686      0        0      0    71              0   285        1
286       23749      0        0      1    71            138   286        1
289       23986      0        0      0    71              0   289        1
306       25499      0        0      1    71            138   306        1
310       25973      0        0      0    71              0   310        1
478       36999      1        0      1    71            128   478        1
482       37473      1        0      0    71              0   482        1
518       39999      1        0      1    71            128   518        1
522       40473      1        0      0    71              0   522        1
558       42999      1        0      1    71            128   558        1
562       43473      1        0      0    71              0   562        1
586       44499      1        0      1    71            128   586        1
591       44973      1        0      0    71              0   591        1
613       45999      1        0      1    71            128   613        1
617       46473      1        0      0    71              0   617        1
668       48999      1        0      1    71            128   668        1
672       49473      1        0      0    71              0   672        1
696       50999      0        0      1    71            138   696        1
700       51473      0        0      0    71              0   700        1
710       51999      1        0      1    71            128   710        1
714       52473      1        0      0    71              0   714        1
886       65999      0        0      1    71            138   886        1
891       66473      0        0      0    71              0   891        1
1002      72999      1        0      1    71            128  1002        1
1005      73473      1        0      0    71              0  1005        1
1037      74999      0        0      1    71            138  1037        1
1049      75948      0        0      0    71              0  1049        1
1050      75999      0        0      1    71            138  1050        1
1053      76473      0        0      0    71              0  1053        1
1076      77999      0        0      1    71            138  1076        1
1080      78473      0        0      0    71              0  1080        1
1110      80249      0        0      1    71            138  1110        1
1114      80486      0        0      0    71              0  1114        1
1258      89499      1        0      1    71            128  1258        1
1262      89973      1        0      0    71              0  1262        1
1298      92499      1        0      1    71            128  1298        1
1302      92973      1        0      0    71              0  1302        1
1339      95499      1        0      1    71            128  1339        1
1345      95973      1        0      0    71              0  1345        1
1462     101499      1        0      1    71            128  1462        1
1466     101973      1        0      0    71              0  1466        1
1492     103499      0        0      1    71            138  1492        1
1497     103973      0        0      0    71              0  1497        1
1606     111999      1        0      1    71            128  1606        1
1610     112473      1        0      0    71              0  1610        1
1647     114999      1        0      1    71            128  1647        1
1650     115473      1        0      0    71              0  1650        1
1688     117999      1        0      1    71            128  1688        1
1691     118473      1        0      0    71              0  1691        1
1704     119249      0        0      1    71            138  1704        1
1707     119486      0        0      0    71              0  1707        1
1726     120999      1        0      1    71            128  1726        1
1729     121473      1        0      0    71              0  1729        1
1782     123999      0        0      1    71            138  1782        1
1785     124157      0        0      0    71              0  1785        1
1818     125666      0        0      1    71            138  1818        1
1819     125823      0        0      0    71              0  1819        1
1891     129999      0        0      1    71            138  1891        1
1895     130473      0        0      0    71              0  1895        1
2046     138999      1        0      1    71            128  2046        1
2050     139473      1        0      0    71              0  2050        1
2129     143999      0        0      1    71            138  2129        1
2133     144473      0        0      0    71              0  2133        1
2260     150999      1        0      1    71            128  2260        1
2264     151473      1        0      0    71              0  2264        1
2304     153749      0        0      1    71            138  2304        1
2307     153986      0        0      0    71              0  2307        1
2402     161999      0        0      1    71            138  2402        1
2409     162948      0        0      0    71              0  2409        1
2592     178249      0        0      1    71            138  2592        1
2595     178486      0        0      0    71              0  2595        1
2782     196499      0        0      1    71            138  2782        1
2787     196973      0        0      0    71              0  2787        1
2898     203499      1        0      1    71            128  2898        1
2901     203973      1        0      0    71              0  2901        1
2933     205499      0        0      1    71            138  2933        1
2943     206448      0        0      0    71              0  2943        1
2944     206499      0        0      1    71            138  2944        1
2947     206973      0        0      0    71              0  2947        1
2970     208499      0        0      1    71            138  2970        1
2974     208973      0        0      0    71              0  2974        1
3004     210749      0        0      1    71            138  3004        1
3008     210986      0        0      0    71              0  3008        1
3152     219999      1        0      1    71            128  3152        1
3156     220473      1        0      0    71              0  3156        1
3192     222999      1        0      1    71            128  3192        1
3196     223473      1        0      0    71              0  3196        1
3233     225999      1        0      1    71            128  3233        1
3239     226473      1        0      0    71              0  3239        1
3356     231999      1        0      1    71            128  3356        1
3360     232473      1        0      0    71              0  3360        1
3378     233999      0        0      1    71            138  3378        1
3386     235186      0        0      0    71              0  3386        1
3408     236999      0        0      1    71            138  3408        1
3415     237948      0        0      0    71              0  3415        1
3455     239999      0        0      1    71            138  3455        1
3461     240473      0        0      0    71              0  3461        1
3555     247592      1        0      1    71            128  3555        1
3557     248119      1        0      0    71              0  3557        1
3558     248148      1        0      1    71            128  3558        1
3565     249232      1        0      0    71              0  3565        1
3587     251056      1        0      1    71            138  3587        1
3613     252820      1        0      0    71              0  3613        1
3639     254663      1        0      1    71            138  3639        1
3659     256348      1        0      0    71              0  3659        1
3678     258176      0        0      1    71            138  3678        1
3680     258350      0        0      0    71              0  3680        1
3683     258353      0        0      1    71            138  3683        1
3684     258578      0        0      0    71              0  3684        1
3728     266253      0        0      1    71            138  3728        1
3730     266930      0        0      0    71              0  3730        1
3733     266967      0        0      1    71            138  3733        1
3735     267644      0        0      0    71              0  3735        1
3749     269156      0        0      1    71            140  3749        0
3752     273286      0        0      0    71              0  3752        0
101        9249      0        0      1    73            137   101        1
103        9486      0        0      0    73              0   103        1
134       11999      0        0      1    73            137   134        1
138       12473      0        0      0    73              0   138        1
148       12999      1        0      1    73            127   148        1
152       13473      1        0      0    73              0   152        1
190       15999      1        0      1    73            127   190        1
194       16473      1        0      0    73              0   194        1
257       21249      0        0      1    73            137   257        1
259       21486      0        0      0    73              0   259        1
260       21499      0        0      1    73            137   260        1
263       21973      0        0      0    73              0   263        1
268       21999      1        0      1    73            127   268        1
272       22473      1        0      0    73              0   272        1
290       23999      0        0      1    73            137   290        1
294       24473      0        0      0    73              0   294        1
322       26999      0        0      1    73            137   322        1
331       27498      0        0      0    73              0   331        1
453       35499      1        0      1    73            127   453        1
458       35973      1        0      0    73              0   458        1
498       38499      1        0      1    73            127   498        1
502       38973      1        0      0    73              0   502        1
504       38999      0        0      1    73            137   504        1
508       39473      0        0      0    73              0   508        1
540       41499      1        0      1    73            127   540        1
544       41973      1        0      0    73              0   544        1
674       49499      0        0      1    73            137   674        1
678       49973      0        0      0    73              0   678        1
680       49999      0        0      1    73            137   680        1
683       50236      0        0      0    73              0   683        1
828       61749      0        0      1    73            137   828        1
831       61986      0        0      0    73              0   831        1
864       64499      0        0      1    73            137   864        1
869       64973      0        0      0    73              0   869        1
908       67499      0        0      1    73            137   908        1
919       67998      0        0      0    73              0   919        1
1012      73749      0        0      1    73            137  1012        1
1015      73986      0        0      0    73              0  1015        1
1017      73999      0        0      1    73            137  1017        1
1021      74473      0        0      0    73              0  1021        1
1027      74499      1        0      1    73            127  1027        1
1033      74973      1        0      0    73              0  1033        1
1054      76499      0        0      1    73            137  1054        1
1059      76973      0        0      0    73              0  1059        1
1093      79499      0        0      1    73            137  1093        1
1103      79998      0        0      0    73              0  1103        1
1233      87999      1        0      1    73            127  1233        1
1238      88473      1        0      0    73              0  1238        1
1278      90999      1        0      1    73            127  1278        1
1282      91473      1        0      0    73              0  1282        1
1284      91499      0        0      1    73            137  1284        1
1288      91973      0        0      0    73              0  1288        1
1320      93999      1        0      1    73            127  1320        1
1324      94473      1        0      0    73              0  1324        1
1468     101999      0        0      1    73            137  1468        1
1473     102473      0        0      0    73              0  1473        1
1476     102499      0        0      1    73            137  1476        1
1479     102736      0        0      0    73              0  1479        1
1632     113499      1        0      1    73            127  1632        1
1636     113973      1        0      0    73              0  1636        1
1652     115499      0        0      1    73            137  1652        1
1656     115973      0        0      0    73              0  1656        1
1668     116499      1        0      1    73            127  1668        1
1670     116749      0        0      1    73            137  1670        1
1672     116973      1        0      0    73              0  1672        1
1673     116986      0        0      0    73              0  1673        1
1708     119499      0        0      1    73            137  1708        1
1711     119736      0        0      0    73              0  1711        1
1778     123833      0        0      1    73            137  1778        1
1781     123990      0        0      0    73              0  1781        1
1820     125833      0        0      1    73            137  1820        1
1823     125990      0        0      0    73              0  1823        1
1856     127499      0        0      1    73            137  1856        1
1865     128448      0        0      0    73              0  1865        1
1899     130499      0        0      1    73            137  1899        1
1909     131211      0        0      0    73              0  1909        1
2112     142999      0        0      1    73            137  2112        1
2115     143236      0        0      0    73              0  2115        1
2137     144499      0        0      1    73            137  2137        1
2141     144973      0        0      0    73              0  2141        1
2346     156999      0        0      1    73            137  2346        1
2347     157236      0        0      0    73              0  2347        1
2357     157749      0        0      1    73            137  2357        1
2359     157986      0        0      0    73              0  2359        1
2392     160999      0        0      1    73            137  2392        1
2395     161473      0        0      0    73              0  2395        1
2410     162999      0        0      1    73            137  2410        1
2411     163236      0        0      0    73              0  2411        1
2421     163749      0        0      1    73            137  2421        1
2423     163986      0        0      0    73              0  2423        1
2454     166999      0        0      1    73            137  2454        1
2458     167473      0        0      0    73              0  2458        1
2495     170499      1        0      1    73            127  2495        1
2501     170973      1        0      0    73              0  2501        1
2565     175749      0        0      1    73            137  2565        1
2567     175986      0        0      0    73              0  2567        1
2578     176499      1        0      1    73            127  2578        1
2582     176973      1        0      0    73              0  2582        1
2596     178499      0        0      1    73            137  2596        1
2604     178736      0        0      0    73              0  2604        1
2724     192249      0        0      1    73            137  2724        1
2727     192486      0        0      0    73              0  2727        1
2760     194999      0        0      1    73            137  2760        1
2765     195473      0        0      0    73              0  2765        1
2804     197999      0        0      1    73            137  2804        1
2815     198498      0        0      0    73              0  2815        1
2908     204249      0        0      1    73            137  2908        1
2911     204486      0        0      0    73              0  2911        1
2913     204499      0        0      1    73            137  2913        1
2917     204973      0        0      0    73              0  2917        1
2923     204999      1        0      1    73            127  2923        1
2929     205473      1        0      0    73              0  2929        1
2948     206999      0        0      1    73            137  2948        1
2953     207473      0        0      0    73              0  2953        1
2987     209999      0        0      1    73            137  2987        1
2997     210498      0        0      0    73              0  2997        1
3127     218499      1        0      1    73            127  3127        1
3132     218973      1        0      0    73              0  3132        1
3172     221499      1        0      1    73            127  3172        1
3176     221973      1        0      0    73              0  3176        1
3178     221999      0        0      1    73            137  3178        1
3182     222473      0        0      0    73              0  3182        1
3214     224499      1        0      1    73            127  3214        1
3218     224973      1        0      0    73              0  3218        1
3362     232499      0        0      1    73            137  3362        1
3366     232973      0        0      0    73              0  3366        1
3392     235499      0        0      1    73            137  3392        1
3396     235973      0        0      0    73              0  3396        1
3427     238499      0        0      1    73            137  3427        1
3433     238973      0        0      0    73              0  3433        1
3615     252821      1        0      1    73            137  3615        1
3633     254585      1        0      0    73              0  3633        1
3665     256428      0        0      1    73            137  3665        1
3669     258113      0        0      0    73              0  3669        1
118       10499      0        0      1    75            137   118        1
125       11448      0        0      0    75              0   125        1
128       11499      0        0      1    75            137   128        1
131       11973      0        0      0    75              0   131        1
140       12499      0        0      1    75            137   140        1
143       12973      0        0      0    75              0   143        1
266       21999      0        0      1    75            137   266        1
269       22236      0        0      0    75              0   269        1
296       24499      0        0      1    75            137   296        1
299       24973      0        0      0    75              0   299        1
500       38749      0        0      1    75            137   500        1
503       38986      0        0      0    75              0   503        1
510       39499      0        0      1    75            137   510        1
513       39973      0        0      0    75              0   513        1
516       39999      0        0      1    75            137   516        1
519       40236      0        0      0    75              0   519        1
614       45999      1        0      1    75            127   614        1
618       46473      1        0      0    75              0   618        1
670       49249      0        0      1    75            137   670        1
673       49486      0        0      0    75              0   673        1
684       50249      0        0      1    75            137   684        1
687       50486      0        0      0    75              0   687        1
844       62999      0        0      1    75            137   844        1
853       63948      0        0      0    75              0   853        1
860       64249      0        0      1    75            137   860        1
863       64486      0        0      0    75              0   863        1
872       64999      0        0      1    75            137   872        1
875       65473      0        0      0    75              0   875        1
983       71999      0        0      1    75            137   983        1
989       72473      0        0      0    75              0   989        1
1062      76999      0        0      1    75            137  1062        1
1065      77473      0        0      0    75              0  1065        1
1280      91249      0        0      1    75            137  1280        1
1283      91486      0        0      0    75              0  1283        1
1290      91999      0        0      1    75            137  1290        1
1293      92473      0        0      0    75              0  1293        1
1296      92499      0        0      1    75            137  1296        1
1299      92736      0        0      0    75              0  1299        1
1464     101749      0        0      1    75            137  1464        1
1467     101986      0        0      0    75              0  1467        1
1480     102749      0        0      1    75            137  1480        1
1483     102986      0        0      0    75              0  1483        1
1648     114999      1        0      1    75            127  1648        1
1651     115473      1        0      0    75              0  1651        1
1776     123666      0        0      1    75            137  1776        1
1777     123823      0        0      0    75              0  1777        1
1824     125999      0        0      1    75            137  1824        1
1829     126157      0        0      0    75              0  1829        1
2116     143249      0        0      1    75            137  2116        1
2119     143486      0        0      0    75              0  2119        1
2128     143999      0        0      1    75            137  2128        1
2134     144473      0        0      0    75              0  2134        1
2145     144999      0        0      1    75            137  2145        1
2149     145473      0        0      0    75              0  2149        1
2296     153249      0        0      1    75            137  2296        1
2299     153486      0        0      0    75              0  2299        1
2348     157249      0        0      1    75            137  2348        1
2351     157486      0        0      0    75              0  2351        1
2368     158999      0        0      1    75            137  2368        1
2372     159473      0        0      0    75              0  2372        1
2378     159999      0        0      1    75            137  2378        1
2381     160473      0        0      0    75              0  2381        1
2388     160749      0        0      1    75            137  2388        1
2391     160986      0        0      0    75              0  2391        1
2396     161499      0        0      1    75            137  2396        1
2397     161736      0        0      0    75              0  2397        1
2412     163249      0        0      1    75            137  2412        1
2415     163486      0        0      0    75              0  2415        1
2432     164999      0        0      1    75            137  2432        1
2436     165473      0        0      0    75              0  2436        1
2442     165999      0        0      1    75            137  2442        1
2445     166473      0        0      0    75              0  2445        1
2451     166749      0        0      1    75            137  2451        1
2453     166986      0        0      0    75              0  2453        1
2460     167499      0        0      1    75            137  2460        1
2461     167736      0        0      0    75              0  2461        1
2539     173499      0        0      1    75            137  2539        1
2543     173736      0        0      0    75              0  2543        1
2605     178749      0        0      1    75            137  2605        1
2606     178986      0        0      0    75              0  2606        1
2740     193499      0        0      1    75            137  2740        1
2749     194448      0        0      0    75              0  2749        1
2756     194749      0        0      1    75            137  2756        1
2759     194986      0        0      0    75              0  2759        1
2768     195499      0        0      1    75            137  2768        1
2771     195973      0        0      0    75              0  2771        1
2879     202499      0        0      1    75            137  2879        1
2885     202973      0        0      0    75              0  2885        1
2956     207499      0        0      1    75            137  2956        1
2959     207973      0        0      0    75              0  2959        1
3174     221749      0        0      1    75            137  3174        1
3177     221986      0        0      0    75              0  3177        1
3184     222499      0        0      1    75            137  3184        1
3187     222973      0        0      0    75              0  3187        1
3190     222999      0        0      1    75            137  3190        1
3193     223236      0        0      0    75              0  3193        1
3358     232249      0        0      1    75            137  3358        1
3361     232486      0        0      0    75              0  3361        1
3368     232999      0        0      1    75            137  3368        1
3371     233473      0        0      0    75              0  3371        1
3388     235249      0        0      1    75            137  3388        1
3391     235486      0        0      0    75              0  3391        1
3398     235999      0        0      1    75            137  3398        1
3401     236473      0        0      0    75              0  3401        1
3421     238249      0        0      1    75            137  3421        1
3425     238486      0        0      0    75              0  3425        1
3437     238999      0        0      1    75            137  3437        1
3441     239473      0        0      0    75              0  3441        1
3591     251134      1        0      1    75            137  3591        1
3611     252819      1        0      0    75              0  3611        1
3640     254740      1        0      1    75            137  3640        1
3660     256348      1        0      0    75              0  3660        1
48         5499      0        0      1    76            138    48        1
51         5736      0        0      0    76              0    51        1
61         6249      0        0      1    76            138    61        1
63         6486      0        0      0    76              0    63        1
96         8999      0        0      1    76            138    96        1
100        9236      0        0      0    76              0   100        1
114       10249      0        0      1    76            138   114        1
117       10486      0        0      0    76              0   117        1
146       12999      0        0      1    76            138   146        1
149       13236      0        0      0    76              0   149        1
160       13999      0        0      1    76            138   160        1
163       14473      0        0      0    76              0   163        1
192       16249      0        0      1    76            138   192        1
195       16486      0        0      0    76              0   195        1
206       17499      0        0      1    76            138   206        1
209       17736      0        0      0    76              0   209        1
219       18249      0        0      1    76            138   219        1
221       18486      0        0      0    76              0   221        1
252       20999      0        0      1    76            138   252        1
256       21236      0        0      0    76              0   256        1
270       22249      0        0      1    76            138   270        1
273       22486      0        0      0    76              0   273        1
300       24999      0        0      1    76            138   300        1
301       25236      0        0      0    76              0   301        1
312       25999      0        0      1    76            138   312        1
315       26473      0        0      0    76              0   315        1
326       27065      0        0      1    76            138   326        1
330       27497      0        0      0    76              0   330        1
343       28249      0        0      1    76            138   343        1
345       28486      0        0      0    76              0   345        1
346       28499      0        0      1    76            138   346        1
357       29923      0        0      0    76              0   357        1
484       37499      0        0      1    76            138   484        1
488       37973      0        0      0    76              0   488        1
490       37999      0        0      1    76            138   490        1
493       38473      0        0      0    76              0   493        1
496       38499      0        0      1    76            138   496        1
499       38736      0        0      0    76              0   499        1
520       40249      0        0      1    76            138   520        1
523       40486      0        0      0    76              0   523        1
564       43499      0        0      1    76            138   564        1
573       43998      0        0      0    76              0   573        1
587       44499      1        0      1    76            130   587        1
592       44973      1        0      0    76              0   592        1
620       46499      0        0      1    76            138   620        1
626       46973      0        0      0    76              0   626        1
666       48999      0        0      1    76            138   666        1
669       49236      0        0      0    76              0   669        1
688       50499      0        0      1    76            138   688        1
691       50736      0        0      0    76              0   691        1
702       51499      0        0      1    76            138   702        1
705       51973      0        0      0    76              0   705        1
734       53749      0        0      1    76            138   734        1
737       53986      0        0      0    76              0   737        1
738       53999      0        0      1    76            138   738        1
749       55423      0        0      0    76              0   749        1
772       57999      0        0      1    76            138   772        1
775       58236      0        0      0    76              0   775        1
786       58749      0        0      1    76            138   786        1
789       58986      0        0      0    76              0   789        1
822       61499      0        0      1    76            138   822        1
827       61736      0        0      0    76              0   827        1
840       62749      0        0      1    76            138   840        1
843       62986      0        0      0    76              0   843        1
856       63999      0        0      1    76            138   856        1
859       64236      0        0      0    76              0   859        1
878       65499      0        0      1    76            138   878        1
881       65736      0        0      0    76              0   881        1
894       66499      0        0      1    76            138   894        1
897       66973      0        0      0    76              0   897        1
913       67565      0        0      1    76            138   913        1
918       67997      0        0      0    76              0   918        1
932       68749      0        0      1    76            138   932        1
935       68986      0        0      0    76              0   935        1
948       69999      0        0      1    76            138   948        1
951       70236      0        0      0    76              0   951        1
962       70749      0        0      1    76            138   962        1
965       70986      0        0      0    76              0   965        1
977       71749      0        0      1    76            138   977        1
981       71986      0        0      0    76              0   981        1
1006      73499      0        0      1    76            138  1006        1
1011      73736      0        0      0    76              0  1011        1
1067      77499      0        0      1    76            138  1067        1
1069      77736      0        0      0    76              0  1069        1
1082      78499      0        0      1    76            138  1082        1
1085      78973      0        0      0    76              0  1085        1
1097      79565      0        0      1    76            138  1097        1
1102      79997      0        0      0    76              0  1102        1
1120      80749      0        0      1    76            138  1120        1
1123      80986      0        0      0    76              0  1123        1
1124      80999      0        0      1    76            138  1124        1
1136      82423      0        0      0    76              0  1136        1
1264      89999      0        0      1    76            138  1264        1
1268      90473      0        0      0    76              0  1268        1
1270      90499      0        0      1    76            138  1270        1
1273      90973      0        0      0    76              0  1273        1
1276      90999      0        0      1    76            138  1276        1
1279      91236      0        0      0    76              0  1279        1
1300      92749      0        0      1    76            138  1300        1
1303      92986      0        0      0    76              0  1303        1
1337      95499      0        0      1    76            138  1337        1
1341      95736      0        0      0    76              0  1341        1
1348      95999      0        0      1    76            138  1348        1
1359      96498      0        0      0    76              0  1359        1
1410      98999      0        0      1    76            138  1410        1
1416      99473      0        0      0    76              0  1416        1
1460     101499      0        0      1    76            138  1460        1
1463     101736      0        0      0    76              0  1463        1
1484     102999      0        0      1    76            138  1484        1
1487     103236      0        0      0    76              0  1487        1
1500     103999      0        0      1    76            138  1500        1
1503     104473      0        0      0    76              0  1503        1
1534     106249      0        0      1    76            138  1534        1
1537     106486      0        0      0    76              0  1537        1
1540     106499      0        0      1    76            138  1540        1
1554     107923      0        0      0    76              0  1554        1
1566     108999      0        0      1    76            138  1566        1
1569     109236      0        0      0    76              0  1569        1
1579     109749      0        0      1    76            138  1579        1
1581     109986      0        0      0    76              0  1581        1
1772     123499      0        0      1    76            138  1772        1
1775     123657      0        0      0    76              0  1775        1
1830     126166      0        0      1    76            138  1830        1
1831     126323      0        0      0    76              0  1831        1
1918     131749      0        0      1    76            138  1918        1
1921     131986      0        0      0    76              0  1921        1
2120     143499      0        0      1    76            138  2120        1
2123     143736      0        0      0    76              0  2123        1
2136     144499      0        0      1    76            138  2136        1
2140     144973      0        0      0    76              0  2140        1
